SEX,STATUT,CSP,USAGE,K8000,RM,CAR,CLA,ALI,ENE,VIT,SEGM,CHARGE,GARAGE,AGECOND_CAT,ACV_CAT
F,C,AUTRE,Prive_Trajet,N,90,BER,B,CAR,ES,001-130,A,0.0,Autre,21_25,>=10
F,A,AUTRE,Prive_Trajet,O,50,BER,B,CAR,ES,130-140,A,0.0,Autre,35_45,>=10
F,C,AUTRE,Prive_Trajet,N,80,BER,C,CAR,ES,140-150,B,0.0,Autre,25_35,>=10
F,C,55,Prive_Trajet,N,95,BER,C,CAR,ES,140-150,B,0.0,Autre,25_35,>=10
F,C,1,Professionnel,N,50,BER,C,INJ,ES,140-150,B,391.0722054,Autre,45_55,2_4
F,C,AUTRE,Prive_Trajet,N,80,BER,C,CAR,ES,130-140,B,0.0,Autre,21_25,>=10
F,A,50,Prive_Trajet,N,50,BER,C,INJ,ES,150-160,A,0.0,Autre,55_70,5_9
F,A,55,Professionnel,N,51,BER,C,CAR,ES,140-150,B,0.0,Autre,25_35,>=10
F,C,AUTRE,Prive_Trajet,N,80,BER,C,INJ,ES,150-160,B,0.0,Autre,35_45,2_4
F,A,AUTRE,Professionnel,N,50,BER,C,INJ,ES,130-140,A,0.0,Individuel_Clos,55_70,5_9
M,C,AUTRE,Prive,O,64,BER,C,CAR,ES,140-150,B,0.0,Autre,25_35,>=10
M,C,50,Prive,N,68,BER,C,CAR,ES,140-150,B,0.0,Collectif_Clos,25_35,>=10
M,A,50,Prive_Trajet,N,50,BER,C,CAR,ES,150-160,B,0.0,Individuel_Clos,55_70,>=10
M,A,60,Prive,N,50,BER,C,CAR,ES,150-160,B,0.0,Autre,>70,>=10
M,A,50,Prive_Trajet,N,50,BER,C,CAR,ES,140-150,B,0.0,Autre,45_55,>=10
M,C,55,Prive_Trajet,N,80,BER,C,CAR,ES,140-150,B,0.0,Autre,25_35,>=10
M,A,55,Prive_Trajet,N,50,BER,C,CAR,ES,001-130,A,0.0,Autre,55_70,>=10
M,A,50,Prive,N,50,BER,C,CAR,ES,140-150,B,0.0,Autre,45_55,>=10
M,C,55,Prive_Trajet,N,72,BER,C,INJ,ES,130-140,M1,0.0,Autre,35_45,5_9
M,C,50,Professionnel,N,80,BER,C,CAR,ES,140-150,B,0.0,Autre,25_35,>=10
M,A,55,Prive,N,54,BER,C,INJ,ES,140-150,M1,0.0,Autre,55_70,5_9
M,C,50,Prive_Trajet,N,95,BER,C,CAR,ES,140-150,B,0.0,Individuel_Clos,35_45,>=10
F,A,50,Prive,O,76,BER,C,CAR,ES,140-150,B,0.0,Autre,25_35,>=10
F,A,50,Prive_Trajet,N,90,BER,C,CAR,ES,140-150,B,0.0,Autre,25_35,>=10
F,C,50,Prive,N,95,BER,C,CAR,ES,130-140,A,0.0,Autre,21_25,>=10
F,A,AUTRE,Prive_Trajet,N,54,BER,C,CAR,ES,150-160,B,0.0,Autre,25_35,>=10
F,C,50,Prive,N,72,BER,C,INJ,ES,150-160,B,0.0,Autre,25_35,5_9
F,A,50,Prive,O,50,BER,C,CAR,ES,130-140,A,0.0,Autre,45_55,>=10
F,C,50,Prive,N,95,BER,C,CAR,ES,140-150,B,0.0,Autre,25_35,>=10
F,A,1,Prive,N,90,BER,C,CAR,ES,130-140,B,0.0,Autre,25_35,>=10
F,A,50,Prive_Trajet,O,50,BER,C,CAR,ES,140-150,B,0.0,Autre,25_35,>=10
F,A,50,Prive,N,50,BER,C,CAR,ES,140-150,B,0.0,Autre,55_70,>=10
F,A,60,Prive,O,54,BER,C,INJ,ES,150-160,A,0.0,Autre,55_70,2_4
F,C,AUTRE,Prive_Trajet,N,95,BER,C,CAR,ES,140-150,B,0.0,Autre,25_35,>=10
F,C,50,Prive_Trajet,N,80,BER,C,CAR,ES,130-140,0,0.0,Autre,21_25,>=10
F,A,50,Professionnel,N,72,BER,C,INJ,ES,150-160,A,0.0,Autre,45_55,2_4
F,A,AUTRE,Prive,O,50,BER,C,INJ,ES,140-150,B,0.0,Autre,45_55,5_9
F,A,50,Prive_Trajet,N,80,BER,C,INJ,ES,150-160,B,0.0,Autre,25_35,5_9
F,C,55,Prive,N,72,BER,C,INJ,ES,150-160,B,0.0,Individuel_Clos,35_45,2_4
F,A,50,Prive_Trajet,N,80,BER,C,INJ,ES,150-160,B,0.0,Autre,25_35,5_9
F,A,60,Prive,N,50,BER,C,CAR,ES,150-160,B,0.0,Autre,55_70,>=10
F,C,50,Prive,N,85,BER,C,CAR,ES,140-150,B,0.0,Autre,25_35,>=10
F,A,60,Prive,O,50,BER,C,CAR,ES,140-150,B,0.0,Autre,>70,>=10
F,C,1,Prive_Trajet,O,50,BER,C,INJ,ES,140-150,B,0.0,Autre,45_55,>=10
F,C,AUTRE,Prive_Trajet,N,60,BER,C,INJ,ES,140-150,B,0.0,Autre,25_35,5_9
F,C,50,Prive_Trajet,N,76,BER,C,INJ,ES,140-150,B,0.0,Autre,21_25,5_9
F,A,50,Prive_Trajet,O,51,BER,C,CAR,ES,140-150,B,0.0,Autre,55_70,>=10
F,A,60,Prive,N,50,BER,C,CAR,ES,140-150,B,0.0,Autre,55_70,>=10
F,C,50,Prive_Trajet,O,72,BER,C,CAR,ES,140-150,B,0.0,Autre,45_55,>=10
F,A,50,Prive,N,50,BER,C,CAR,ES,140-150,B,0.0,Autre,35_45,>=10
F,A,50,Prive,N,50,BER,C,CAR,ES,140-150,B,0.0,Autre,55_70,>=10
F,A,50,Prive_Trajet,N,50,BER,C,INJ,ES,140-150,A,0.0,Autre,45_55,5_9
F,C,50,Prive_Trajet,N,90,BER,C,CAR,ES,130-140,B,0.0,Autre,25_35,>=10
F,C,50,Prive_Trajet,N,95,BER,C,CAR,ES,140-150,B,0.0,Autre,25_35,>=10
F,C,50,Prive_Trajet,N,85,BER,C,INJ,ES,150-160,B,0.0,Autre,21_25,5_9
F,C,50,Prive,O,59,BER,C,INJ,ES,150-160,A,0.0,Autre,25_35,5_9
F,C,55,Prive_Trajet,N,76,BER,C,CAR,ES,150-160,B,0.0,Autre,25_35,>=10
F,A,50,Prive,N,80,BER,C,INJ,ES,140-150,B,0.0,Autre,25_35,5_9
F,A,50,Prive,N,95,BER,C,INJ,ES,140-150,B,0.0,Autre,55_70,>=10
F,A,55,Prive,O,50,BER,C,CAR,ES,140-150,B,0.0,Autre,35_45,>=10
F,C,AUTRE,Prive_Trajet,N,95,BER,C,CAR,ES,150-160,B,0.0,Autre,21_25,>=10
F,C,50,Prive,N,76,BER,C,CAR,ES,140-150,B,0.0,Autre,25_35,>=10
F,C,55,Prive_Trajet,N,118,BER,C,INJ,ES,150-160,B,0.0,Autre,25_35,2_4
F,A,1,Professionnel,N,90,BER,C,CAR,ES,140-150,B,0.0,Individuel_Clos,45_55,>=10
F,A,AUTRE,Prive_Trajet,N,50,BER,C,INJ,ES,150-160,B,0.0,Autre,45_55,5_9
F,A,50,Prive_Trajet,N,90,BER,C,CAR,ES,130-140,B,0.0,Autre,21_25,>=10
F,A,50,Prive,N,72,BER,C,CAR,ES,140-150,B,0.0,Autre,25_35,>=10
F,A,50,Prive,N,50,BER,C,CAR,ES,140-150,B,0.0,Autre,35_45,>=10
F,A,50,Prive_Trajet,N,54,BER,C,CAR,ES,140-150,B,0.0,Autre,45_55,>=10
F,A,50,Prive,O,85,BER,C,INJ,ES,150-160,B,0.0,Autre,25_35,5_9
F,A,50,Prive,N,50,BER,C,INJ,ES,150-160,B,0.0,Individuel_Clos,55_70,5_9
F,A,60,Prive,N,50,BER,C,CAR,ES,140-150,B,0.0,Autre,>70,>=10
F,C,AUTRE,Prive_Trajet,N,100,BER,C,CAR,ES,140-150,B,0.0,Autre,21_25,>=10
F,C,AUTRE,Prive_Trajet,N,95,BER,C,INJ,ES,160-170,B,0.0,Autre,25_35,5_9
F,C,50,Prive_Trajet,N,95,BER,C,CAR,ES,130-140,B,0.0,Autre,25_35,>=10
F,C,50,Prive,N,95,BER,C,CAR,ES,140-150,B,0.0,Autre,21_25,>=10
F,C,50,Prive_Trajet,N,90,BER,C,CAR,ES,140-150,B,0.0,Autre,25_35,>=10
F,C,50,Prive_Trajet,N,95,BER,C,CAR,ES,140-150,B,0.0,Autre,25_35,>=10
F,A,AUTRE,Prive,N,50,BER,C,CAR,ES,140-150,B,0.0,Autre,45_55,>=10
F,A,50,Prive_Trajet,N,76,BER,C,INJ,ES,160-170,B,0.0,Autre,21_25,2_4
F,A,55,Prive_Trajet,N,50,BER,C,INJ,ES,150-160,A,0.0,Autre,55_70,5_9
F,C,50,Prive_Trajet,N,85,BER,C,CAR,ES,140-150,B,0.0,Collectif_Clos,35_45,>=10
F,C,50,Prive_Trajet,N,60,BER,C,CAR,ES,140-150,B,0.0,Autre,35_45,>=10
F,C,50,Professionnel,N,68,BER,C,CAR,ES,140-150,B,0.0,Autre,45_55,>=10
F,C,50,Professionnel,N,76,BER,C,INJ,ES,150-160,B,776.7598187,Autre,35_45,5_9
F,C,55,Prive,O,76,BER,C,INJ,ES,150-160,B,0.0,Collectif_Clos,25_35,5_9
F,C,55,Prive,N,95,BER,C,INJ,ES,160-170,B,0.0,Individuel_Clos,25_35,2_4
F,A,50,Prive_Trajet,N,50,BER,C,CAR,ES,140-150,B,0.0,Autre,45_55,>=10
F,A,50,Prive_Trajet,N,60,BER,C,CAR,ES,150-160,B,0.0,Autre,35_45,>=10
F,A,50,Prive_Trajet,N,95,BER,C,CAR,ES,150-160,B,0.0,Autre,55_70,>=10
F,A,50,Prive_Trajet,N,66,BER,C,INJ,ES,140-150,B,0.0,Autre,35_45,5_9
F,A,50,Prive_Trajet,N,121,BER,C,INJ,ES,140-150,B,0.0,Autre,55_70,>=10
F,A,55,Prive_Trajet,N,63,BER,C,CAR,ES,140-150,B,0.0,Autre,25_35,>=10
F,A,55,Prive_Trajet,N,50,BER,C,CAR,ES,150-160,B,0.0,Autre,45_55,>=10
F,A,60,Prive,N,112,BER,C,CAR,ES,130-140,A,0.0,Autre,>70,>=10
F,C,AUTRE,Prive_Trajet,N,72,BER,C,CAR,ES,130-140,A,0.0,Autre,21_25,>=10
F,C,50,Prive_Trajet,N,95,BER,C,CAR,ES,130-140,A,0.0,Autre,25_35,>=10
F,C,50,Prive_Trajet,N,90,BER,C,CAR,ES,140-150,B,0.0,Autre,21_25,>=10
F,C,50,Prive_Trajet,N,64,BER,C,CAR,ES,140-150,B,0.0,Autre,25_35,>=10
F,C,50,Prive,N,95,BER,C,CAR,ES,150-160,B,0.0,Collectif_Clos,25_35,>=10
F,C,50,Prive_Trajet,N,125,BER,C,INJ,ES,150-160,A,0.0,Autre,<=21,5_9
F,C,50,Prive_Trajet,N,90,BER,C,INJ,ES,150-160,B,0.0,Individuel_Clos,25_35,5_9
F,C,50,Professionnel,N,50,BER,C,INJ,ES,160-170,B,0.0,Autre,25_35,5_9
F,C,55,Prive_Trajet,N,50,BER,C,CAR,ES,130-140,B,0.0,Individuel_Clos,45_55,>=10
F,C,55,Prive,N,95,BER,C,INJ,ES,140-150,A,0.0,Autre,25_35,5_9
F,A,AUTRE,Prive,N,50,BER,C,INJ,ES,150-160,B,0.0,Autre,45_55,5_9
F,A,50,Prive_Trajet,N,50,BER,C,CAR,ES,140-150,B,0.0,Autre,45_55,>=10
F,A,50,Prive_Trajet,N,50,BER,C,CAR,ES,150-160,B,0.0,Collectif_Clos,25_35,>=10
F,A,50,Prive_Trajet,N,80,BER,C,INJ,ES,140-150,B,0.0,Autre,25_35,5_9
F,A,50,Prive,N,50,BER,C,INJ,ES,150-160,B,0.0,Autre,45_55,5_9
F,A,50,Prive_Trajet,N,85,BER,C,INJ,ES,150-160,A,0.0,Autre,55_70,>=10
F,C,AUTRE,Prive_Trajet,N,90,BER,C,CAR,ES,160-170,B,0.0,Autre,21_25,5_9
F,C,50,Prive_Trajet,N,60,BER,C,CAR,ES,140-150,B,0.0,Autre,25_35,>=10
F,C,50,Prive_Trajet,O,50,BER,C,INJ,ES,140-150,B,0.0,Collectif_Clos,35_45,5_9
F,C,55,Prive_Trajet,N,64,BER,C,CAR,ES,001-130,0,0.0,Autre,35_45,>=10
F,C,60,Prive,O,50,BER,C,INJ,ES,140-150,A,0.0,Autre,55_70,2_4
F,A,50,Prive_Trajet,N,76,BER,C,CAR,ES,140-150,B,0.0,Autre,25_35,>=10
F,C,50,Prive_Trajet,N,68,BER,C,CAR,ES,140-150,B,0.0,Autre,35_45,>=10
F,A,50,Prive,N,50,BER,C,CAR,ES,140-150,B,0.0,Autre,45_55,>=10
F,A,50,Prive_Trajet,N,57,BER,C,INJ,ES,140-150,B,0.0,Autre,45_55,5_9
F,A,50,Prive_Trajet,N,95,BER,C,INJ,ES,140-150,A,0.0,Autre,55_70,5_9
F,A,50,Prive,N,57,BER,C,INJ,ES,150-160,A,0.0,Autre,25_35,2_4
F,A,60,Prive,N,50,BER,C,CAR,ES,140-150,B,0.0,Autre,55_70,>=10
F,C,50,Prive,N,90,BER,C,CAR,ES,140-150,B,0.0,Autre,25_35,>=10
F,C,50,Prive_Trajet,N,90,BER,C,CAR,ES,140-150,B,0.0,Autre,35_45,>=10
F,C,50,Prive_Trajet,N,76,BER,C,CAR,ES,140-150,B,0.0,Autre,45_55,>=10
F,C,50,Prive_Trajet,N,90,BER,C,CAR,ES,150-160,B,0.0,Autre,25_35,>=10
F,C,50,Prive_Trajet,N,95,BER,C,CAR,ES,150-160,M1,0.0,Autre,35_45,>=10
F,C,55,Prive_Trajet,N,50,BER,C,CAR,ES,140-150,B,0.0,Autre,45_55,>=10
F,C,55,Prive_Trajet,N,76,BER,C,INJ,GO,150-160,B,0.0,Autre,25_35,>=10
F,A,50,Prive,N,112,BER,C,CAR,ES,140-150,B,0.0,Autre,35_45,>=10
F,A,50,Prive,N,50,BER,C,CAR,ES,140-150,B,0.0,Autre,35_45,>=10
F,A,50,Prive,N,118,BER,C,CAR,ES,140-150,B,0.0,Autre,45_55,>=10
F,A,50,Prive,O,80,BER,C,INJ,ES,140-150,B,0.0,Collectif_Clos,25_35,5_9
F,A,50,Prive,N,118,BER,C,INJ,ES,150-160,B,0.0,Autre,21_25,5_9
F,A,50,Prive_Trajet,N,95,BER,C,INJ,ES,150-160,A,0.0,Autre,45_55,5_9
F,A,50,Prive,N,100,BER,C,INJ,ES,150-160,B,0.0,Autre,55_70,2_4
F,A,50,Prive_Trajet,N,95,BER,C,INJ,ES,160-170,B,0.0,Autre,25_35,5_9
F,A,55,Prive_Trajet,N,50,BER,C,CAR,ES,130-140,B,0.0,Autre,25_35,>=10
F,A,55,Prive_Trajet,N,50,BER,C,CAR,ES,140-150,B,0.0,Autre,45_55,>=10
F,C,50,Prive_Trajet,N,90,BER,C,CAR,ES,001-130,B,0.0,Autre,25_35,>=10
F,C,50,Prive_Trajet,O,72,BER,C,CAR,ES,130-140,B,0.0,Autre,35_45,>=10
F,C,50,Prive,N,95,BER,C,CAR,ES,140-150,B,0.0,Autre,21_25,>=10
F,C,50,Prive_Trajet,N,76,BER,C,INJ,ES,150-160,A,229.039577,Individuel_Clos,25_35,5_9
F,C,55,Prive_Trajet,N,95,BER,C,CAR,ES,140-150,B,0.0,Autre,45_55,>=10
F,A,50,Prive,N,80,BER,C,CAR,ES,130-140,B,0.0,Autre,35_45,>=10
F,A,50,Prive,N,54,BER,C,CAR,ES,150-160,B,0.0,Collectif_Clos,25_35,>=10
F,A,60,Prive,O,50,BER,C,CAR,ES,140-150,B,0.0,Autre,>70,5_9
F,C,50,Prive_Trajet,N,95,BER,C,CAR,ES,130-140,B,0.0,Autre,25_35,>=10
F,C,50,Prive_Trajet,N,72,BER,C,CAR,ES,140-150,B,0.0,Autre,21_25,>=10
F,C,50,Prive,N,72,BER,C,CAR,ES,140-150,B,0.0,Collectif_Clos,25_35,>=10
F,C,50,Prive_Trajet,O,54,BER,C,INJ,ES,140-150,B,0.0,Individuel_Clos,35_45,>=10
M,C,50,Prive_Trajet,N,76,BER,C,CAR,ES,140-150,B,0.0,Autre,25_35,>=10
M,C,50,Professionnel,N,50,BER,C,CAR,ES,140-150,B,0.0,Autre,45_55,>=10
M,C,50,Prive_Trajet,N,64,BER,C,INJ,ES,150-160,B,0.0,Autre,25_35,>=10
M,A,50,Prive,N,50,BER,C,CAR,ES,140-150,B,0.0,Autre,25_35,>=10
M,A,50,Prive_Trajet,N,85,BER,C,INJ,ES,150-160,B,0.0,Autre,25_35,5_9
M,A,60,Prive,O,50,BER,C,CAR,ES,150-160,M1,0.0,Autre,55_70,>=10
M,C,50,Prive,N,95,BER,C,CAR,ES,140-150,B,0.0,Autre,25_35,>=10
M,C,50,Prive,N,68,BER,C,INJ,ES,140-150,A,0.0,Autre,35_45,5_9
M,A,50,Prive,N,95,BER,C,INJ,ES,130-140,B,0.0,Autre,35_45,5_9
M,A,50,Prive,N,95,BER,C,INJ,ES,150-160,B,0.0,Individuel_Clos,25_35,5_9
M,A,55,Prive_Trajet,N,57,BER,C,CAR,ES,140-150,B,0.0,Autre,35_45,>=10
M,A,60,Prive,N,50,BER,C,CAR,ES,140-150,B,0.0,Collectif_Clos,>70,>=10
M,A,60,Prive,N,50,BER,C,CAR,ES,140-150,B,0.0,Autre,>70,>=10
M,C,1,Prive_Trajet,N,68,BER,C,INJ,ES,140-150,B,0.0,Collectif_Clos,25_35,>=10
M,A,60,Prive,N,50,BER,C,CAR,ES,130-140,B,0.0,Autre,>70,>=10
M,A,60,Prive,N,50,BER,C,CAR,ES,140-150,B,0.0,Autre,55_70,>=10
M,C,AUTRE,Prive_Trajet,N,90,BER,C,INJ,ES,140-150,B,0.0,Autre,21_25,2_4
M,C,50,Prive,N,95,BER,C,CAR,ES,140-150,B,0.0,Collectif_Clos,25_35,>=10
M,C,50,Prive,O,90,BER,C,CAR,ES,140-150,B,0.0,Autre,35_45,>=10
M,A,50,Prive_Trajet,N,50,BER,C,INJ,ES,140-150,B,0.0,Autre,25_35,>=10
M,A,60,Prive,N,50,BER,C,CAR,ES,001-130,A,4326.52568,Autre,>70,>=10
M,A,55,Prive_Trajet,N,50,BER,C,CAR,ES,140-150,B,0.0,Collectif_Clos,45_55,>=10
M,A,50,Prive,N,50,BER,C,CAR,ES,130-140,B,0.0,Collectif_Clos,25_35,>=10
M,A,50,Prive_Trajet,N,60,BER,C,CAR,ES,140-150,B,0.0,Individuel_Clos,25_35,>=10
M,C,50,Prive,O,80,BER,C,CAR,ES,140-150,B,0.0,Autre,25_35,>=10
M,C,50,Prive,N,95,BER,C,CAR,ES,140-150,B,0.0,Autre,25_35,>=10
M,C,50,Prive_Trajet,N,80,BER,C,CAR,ES,140-150,B,0.0,Autre,25_35,>=10
M,C,55,Prive,O,50,BER,C,CAR,ES,140-150,B,0.0,Collectif_Clos,35_45,>=10
M,C,55,Prive_Trajet,N,50,BER,C,CAR,ES,140-150,B,0.0,Autre,45_55,>=10
M,A,AUTRE,Prive,N,80,BER,C,CAR,ES,150-160,B,0.0,Autre,45_55,>=10
M,A,50,Prive,N,95,BER,C,CAR,ES,140-150,B,0.0,Autre,35_45,>=10
M,C,1,Prive,N,85,BER,C,INJ,ES,150-160,B,0.0,Autre,55_70,5_9
M,C,AUTRE,Prive_Trajet,N,72,BER,C,CAR,ES,130-140,B,0.0,Autre,25_35,>=10
M,C,50,Prive_Trajet,N,51,BER,C,CAR,ES,140-150,B,0.0,Autre,25_35,>=10
M,C,50,Prive_Trajet,N,95,BER,C,INJ,ES,150-160,A,0.0,Individuel_Clos,25_35,5_9
M,A,50,Professionnel,N,50,BER,C,CAR,ES,140-150,B,0.0,Autre,45_55,>=10
M,A,50,Prive_Trajet,N,57,BER,C,INJ,ES,140-150,B,0.0,Autre,35_45,5_9
M,A,50,Prive_Trajet,N,50,BER,C,INJ,ES,140-150,B,0.0,Autre,45_55,>=10
M,C,50,Prive,N,90,BER,C,CAR,ES,130-140,B,0.0,Autre,45_55,>=10
M,C,50,Prive_Trajet,N,80,BER,C,INJ,ES,150-160,B,0.0,Autre,25_35,>=10
M,A,50,Prive,N,90,BER,C,CAR,ES,001-130,B,0.0,Autre,45_55,>=10
M,A,50,Prive_Trajet,N,50,BER,C,INJ,ES,140-150,B,0.0,Autre,55_70,>=10
M,A,50,Prive_Trajet,N,68,BER,C,INJ,ES,150-160,B,3.464048338,Autre,45_55,5_9
M,A,55,Prive_Trajet,N,50,BER,C,CAR,ES,140-150,B,0.0,Autre,55_70,>=10
M,A,55,Prive_Trajet,N,50,BER,C,CAR,ES,160-170,H,0.0,Autre,45_55,>=10
M,A,60,Prive,N,50,BER,C,CAR,ES,140-150,B,0.0,Autre,55_70,>=10
M,C,50,Prive,N,50,BER,C,CAR,ES,130-140,0,0.0,Autre,35_45,>=10
M,C,50,Prive_Trajet,N,50,BER,C,CAR,ES,150-160,0,0.0,Autre,35_45,>=10
M,A,1,Professionnel,N,50,BER,C,INJ,ES,160-170,B,0.0,Collectif_Clos,55_70,2_4
M,A,50,Prive_Trajet,N,50,BER,C,CAR,ES,140-150,B,0.0,Autre,35_45,>=10
M,A,50,Prive_Trajet,O,52,BER,C,CAR,ES,140-150,B,0.0,Autre,55_70,>=10
M,A,50,Prive,N,76,BER,C,CAR,ES,150-160,M1,0.0,Collectif_Clos,25_35,>=10
M,A,50,Prive_Trajet,N,50,BER,C,CAR,ES,150-160,B,0.0,Autre,45_55,>=10
M,A,50,Prive,N,90,BER,C,INJ,ES,140-150,B,0.0,Autre,25_35,5_9
M,A,50,Prive_Trajet,N,80,BER,C,INJ,ES,150-160,A,0.0,Autre,45_55,2_4
M,A,50,Prive_Trajet,N,85,BER,C,CAR,ES,130-140,0,0.0,Autre,25_35,>=10
M,A,50,Prive,N,95,BER,C,CAR,ES,140-150,B,0.0,Autre,25_35,>=10
M,A,50,Prive,N,76,BER,C,CAR,ES,140-150,B,0.0,Autre,45_55,>=10
M,A,50,Prive_Trajet,N,80,BER,C,CAR,ES,140-150,B,0.0,Autre,45_55,>=10
M,A,50,Prive_Trajet,O,50,BER,C,CAR,ES,140-150,B,0.0,Autre,45_55,>=10
M,A,50,Professionnel,N,68,BER,C,INJ,ES,150-160,B,0.0,Autre,25_35,2_4
M,A,55,Prive,N,50,BER,C,CAR,ES,140-150,B,0.0,Autre,>70,>=10
M,A,60,Prive,N,50,BER,C,CAR,ES,150-160,B,0.0,Collectif_Clos,55_70,>=10
M,C,AUTRE,Prive_Trajet,N,95,BER,C,INJ,ES,140-150,B,0.0,Autre,25_35,>=10
M,C,50,Prive_Trajet,N,90,BER,C,CAR,ES,130-140,B,0.0,Autre,25_35,>=10
M,C,50,Prive_Trajet,O,90,BER,C,CAR,ES,130-140,B,0.0,Autre,25_35,>=10
M,C,50,Prive_Trajet,N,50,BER,C,CAR,ES,130-140,B,0.0,Autre,35_45,>=10
M,C,50,Prive_Trajet,N,68,BER,C,CAR,ES,140-150,B,0.0,Collectif_Clos,25_35,>=10
M,A,1,Prive,N,50,BER,C,CAR,ES,001-130,A,0.0,Autre,55_70,>=10
M,A,AUTRE,Prive_Trajet,N,90,BER,C,INJ,ES,140-150,A,0.0,Autre,45_55,5_9
M,A,50,Prive_Trajet,N,50,BER,C,CAR,ES,140-150,B,0.0,Autre,35_45,>=10
M,A,50,Prive_Trajet,N,100,BER,C,CAR,ES,140-150,B,0.0,Autre,35_45,>=10
M,A,50,Prive,N,54,BER,C,INJ,ES,150-160,A,0.0,Autre,25_35,2_4
M,A,55,Prive_Trajet,N,50,BER,C,CAR,ES,140-150,B,0.0,Autre,45_55,>=10
M,C,50,Prive,N,95,BER,C,CAR,ES,140-150,B,0.0,Autre,35_45,>=10
M,C,50,Prive_Trajet,N,64,BER,C,INJ,ES,150-160,A,4326.52568,Autre,35_45,5_9
M,A,50,Prive_Trajet,N,50,BER,C,CAR,ES,140-150,B,0.0,Autre,55_70,>=10
M,A,50,Prive,O,50,BER,C,CAR,ES,150-160,M2,0.0,Individuel_Clos,55_70,>=10
M,A,50,Prive,O,50,BER,C,CAR,ES,150-160,M1,0.0,Autre,55_70,>=10
M,A,55,Prive,O,50,BER,C,CAR,ES,001-130,0,0.0,Autre,35_45,>=10
M,A,60,Prive,N,50,BER,C,INJ,ES,140-150,A,310.7981873,Individuel_Clos,>70,2_4
M,C,50,Prive,N,90,BER,C,CAR,ES,130-140,B,0.0,Autre,25_35,>=10
M,C,50,Prive_Trajet,O,76,BER,C,CAR,ES,140-150,B,0.0,Autre,25_35,>=10
M,C,50,Prive_Trajet,N,95,BER,C,INJ,ES,160-170,B,0.0,Autre,35_45,5_9
M,A,1,Prive_Trajet,N,72,BER,C,INJ,ES,150-160,M1,0.0,Individuel_Clos,25_35,>=10
M,A,AUTRE,Professionnel,N,97,BER,C,CAR,ES,150-160,0,0.0,Autre,25_35,>=10
M,A,50,Prive_Trajet,N,50,BER,C,CAR,ES,001-130,0,0.0,Autre,35_45,>=10
M,C,AUTRE,Prive_Trajet,N,95,BER,C,CAR,ES,140-150,B,0.0,Autre,21_25,>=10
M,C,AUTRE,Prive_Trajet,O,72,BER,C,CAR,ES,140-150,B,0.0,Autre,25_35,>=10
M,C,AUTRE,Prive_Trajet,N,80,BER,C,CAR,ES,150-160,B,0.0,Autre,21_25,>=10
M,C,50,Prive,N,90,BER,C,CAR,ES,130-140,B,0.0,Autre,25_35,>=10
M,C,50,Prive_Trajet,N,68,BER,C,CAR,ES,150-160,B,0.0,Autre,45_55,>=10
M,C,50,Prive_Trajet,N,60,BER,C,INJ,ES,140-150,A,0.0,Autre,25_35,5_9
M,C,50,Prive,N,95,BER,C,INJ,ES,140-150,B,0.0,Autre,35_45,>=10
M,C,55,Prive_Trajet,N,95,BER,C,CAR,ES,130-140,B,0.0,Autre,21_25,>=10
M,A,AUTRE,Prive_Trajet,N,57,BER,C,CAR,ES,140-150,B,0.0,Autre,25_35,>=10
M,A,AUTRE,Prive,N,95,BER,C,INJ,ES,140-150,A,0.0,Autre,55_70,5_9
M,A,AUTRE,Prive_Trajet,N,50,BER,C,CAR,ES,150-160,B,0.0,Autre,45_55,>=10
M,A,50,Prive,N,80,BER,C,CAR,ES,130-140,B,0.0,Autre,55_70,>=10
M,A,50,Prive_Trajet,N,50,BER,C,CAR,ES,140-150,B,0.0,Autre,35_45,>=10
M,A,50,Prive,N,60,BER,C,CAR,ES,140-150,B,0.0,Autre,35_45,>=10
M,A,50,Prive_Trajet,N,95,BER,C,CAR,ES,160-170,H,0.0,Autre,25_35,>=10
M,A,50,Prive_Trajet,N,118,BER,C,INJ,ES,140-150,A,0.0,Collectif_Clos,25_35,2_4
M,A,50,Prive,O,64,BER,C,INJ,ES,140-150,B,0.0,Autre,25_35,5_9
M,A,50,Prive_Trajet,N,85,BER,C,INJ,ES,160-170,B,3576.34713,Autre,25_35,2_4
M,A,55,Prive_Trajet,N,51,BER,C,INJ,ES,150-160,B,0.0,Autre,35_45,5_9
M,A,60,Prive,N,85,BER,C,CAR,ES,150-160,0,0.0,Autre,55_70,>=10
M,C,AUTRE,Prive,O,50,BER,C,CAR,ES,140-150,B,0.0,Autre,35_45,>=10
M,C,AUTRE,Prive,N,50,BER,C,INJ,ES,140-150,A,0.0,Autre,45_55,5_9
M,C,50,Prive_Trajet,O,80,BER,C,CAR,ES,140-150,B,0.0,Autre,25_35,>=10
M,C,50,Prive,N,95,BER,C,INJ,ES,150-160,B,0.0,Autre,35_45,5_9
M,C,55,Prive,N,90,BER,C,CAR,ES,140-150,B,0.0,Autre,25_35,>=10
M,A,50,Prive_Trajet,N,76,BER,C,CAR,ES,130-140,A,0.0,Autre,25_35,>=10
M,A,50,Prive,N,50,BER,C,CAR,ES,130-140,B,0.0,Autre,35_45,>=10
M,A,50,Prive_Trajet,N,50,BER,C,CAR,ES,140-150,B,0.0,Individuel_Clos,45_55,>=10
