ACV,SEX,STATUT,CSP,USAGE,AGECOND,K8000,RM,CAR,CLA,ALI,ENE,VIT,SEGM,CHARGE,GARAGE
7,M,A,CSP_AUTRE,Prive,34,N,59,CAR_BERLINE,B,INJ,ES,140-150,B,0.0,ClosCollectif
10,M,A,CSP_AUTRE,Professionnel,26,N,64,CAR_BERLINE,B,CAR,ES,001-130,B,0.0,GarageAutre
10,M,A,CSP_50,PriveTrajet,34,O,50,CAR_BERLINE,B,CAR,ES,001-130,A,0.0,ClosCollectif
10,M,A,CSP_50,Prive,27,N,95,CAR_BERLINE,B,CAR,ES,140-150,B,0.0,GarageAutre
10,M,A,CSP_50,PriveTrajet,48,O,50,CAR_BERLINE,B,CAR,ES,140-150,A,0.0,GarageAutre
10,M,A,CSP_60,Prive,61,O,54,CAR_BERLINE,B,CAR,ES,140-150,B,0.0,GarageAutre
10,M,C,CSP_50,PriveTrajet,30,O,57,CAR_BERLINE,B,CAR,ES,130-140,B,0.0,GarageAutre
10,M,C,CSP_50,PriveTrajet,27,N,90,CAR_BERLINE,B,CAR,ES,140-150,B,0.0,GarageAutre
10,M,C,CSP_50,PriveTrajet,36,O,50,CAR_BERLINE,B,CAR,ES,140-150,B,0.0,GarageAutre
10,M,C,CSP_50,PriveTrajet,33,N,57,CAR_BERLINE,B,CAR,ES,150-160,B,0.0,GarageAutre
10,M,A,CSP_50,PriveTrajet,54,O,57,CAR_BERLINE,B,CAR,ES,130-140,B,0.0,GarageAutre
10,M,A,CSP_50,PriveTrajet,56,N,58,CAR_BERLINE,B,CAR,ES,140-150,B,0.0,GarageAutre
3,M,A,CSP_50,Prive,57,O,50,CAR_BERLINE,B,INJ,ES,140-150,A,0.0,GarageAutre
10,M,A,CSP_AUTRE,Prive,51,N,50,CAR_BERLINE,B,CAR,ES,001-130,B,0.0,ClosCollectif
10,M,A,CSP_60,Prive,72,O,50,CAR_BERLINE,B,CAR,ES,150-160,0,0.0,IndividuelClos
10,M,C,CSP_50,PriveTrajet,28,N,90,CAR_BERLINE,B,CAR,ES,140-150,B,0.0,GarageAutre
10,M,C,CSP_50,PriveTrajet,34,N,64,CAR_BERLINE,B,CAR,ES,140-150,B,0.0,GarageAutre
5,M,C,CSP_50,Prive,71,N,50,CAR_BERLINE,B,INJ,ES,130-140,A,0.0,ClosCollectif
9,M,C,CSP_50,PriveTrajet,46,N,95,CAR_BERLINE,B,INJ,ES,140-150,B,0.0,GarageAutre
10,M,A,CSP_50,PriveTrajet,30,N,85,CAR_BERLINE,B,CAR,ES,130-140,B,0.0,GarageAutre
10,M,A,CSP_60,Prive,71,O,50,CAR_BERLINE,B,CAR,ES,130-140,A,0.0,GarageAutre
10,M,C,CSP_50,Prive,31,N,54,CAR_BERLINE,B,CAR,ES,001-130,A,0.0,IndividuelClos
10,M,C,CSP_50,PriveTrajet,30,N,72,CAR_BERLINE,B,CAR,ES,130-140,B,0.0,IndividuelClos
10,M,A,CSP_50,PriveTrajet,52,N,50,CAR_BERLINE,B,CAR,ES,140-150,B,0.0,GarageAutre
10,M,A,CSP_50,Prive,72,N,50,CAR_BERLINE,B,CAR,ES,140-150,B,0.0,ClosCollectif
10,M,C,CSP_AUTRE,PriveTrajet,20,N,125,CAR_BERLINE,B,CAR,ES,140-150,B,0.0,GarageAutre
10,M,C,CSP_50,PriveTrajet,27,N,85,CAR_BERLINE,B,CAR,ES,140-150,B,0.0,GarageAutre
9,M,A,CSP_50,Prive,43,N,50,CAR_BERLINE,B,INJ,ES,130-140,A,0.0,GarageAutre
9,M,A,CSP_50,PriveTrajet,32,N,90,CAR_BERLINE,B,INJ,ES,140-150,B,0.0,GarageAutre
7,M,A,CSP_50,PriveTrajet,34,N,54,CAR_BERLINE,B,INJ,ES,140-150,B,0.0,GarageAutre
10,M,A,CSP_AUTRE,PriveTrajet,42,N,56,CAR_BERLINE,B,CAR,ES,001-130,B,0.0,GarageAutre
10,M,A,CSP_60,Prive,68,O,62,CAR_BERLINE,B,CAR,ES,140-150,B,0.0,GarageAutre
10,F,A,CSP_AUTRE,PriveTrajet,54,N,90,CAR_BERLINE,B,CAR,ES,140-150,B,0.0,GarageAutre
9,M,A,CSP_AUTRE,Professionnel,32,N,80,CAR_BERLINE,B,CAR,ES,130-140,A,0.0,GarageAutre
9,M,A,CSP_60,Prive,70,O,51,CAR_BERLINE,B,CAR,ES,130-140,A,0.0,GarageAutre
10,M,C,CSP_AUTRE,Prive,37,O,50,CAR_BERLINE,B,CAR,ES,150-160,B,0.0,GarageAutre
10,M,A,CSP_60,Prive,65,N,50,CAR_BERLINE,B,CAR,ES,130-140,B,0.0,GarageAutre
10,F,C,CSP_AUTRE,PriveTrajet,74,N,50,CAR_BERLINE,B,CAR,ES,001-130,A,0.0,GarageAutre
7,F,C,CSP_AUTRE,Professionnel,33,N,100,CAR_BERLINE,B,INJ,ES,140-150,B,0.0,GarageAutre
10,F,A,CSP_50,PriveTrajet,47,N,100,CAR_BERLINE,B,CAR,ES,140-150,B,0.0,GarageAutre
10,M,A,CSP_50,PriveTrajet,45,N,50,CAR_BERLINE,B,CAR,ES,140-150,A,0.0,GarageAutre
10,F,C,CSP_AUTRE,PriveTrajet,22,N,90,CAR_BERLINE,B,CAR,ES,001-130,A,0.0,GarageAutre
10,F,A,CSP_AUTRE,PriveTrajet,45,O,50,CAR_BERLINE,B,CAR,ES,130-140,A,0.0,GarageAutre
10,F,C,CSP_AUTRE,PriveTrajet,27,N,80,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
10,F,C,CSP_AUTRE,PriveTrajet,35,N,95,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
2,F,C,CSP_AUTRE,Professionnel,48,N,50,CAR_BERLINE,C,INJ,ES,140-150,B,391.0722054,GarageAutre
10,F,C,CSP_AUTRE,PriveTrajet,25,N,80,CAR_BERLINE,C,CAR,ES,130-140,B,0.0,GarageAutre
5,F,A,CSP_50,PriveTrajet,58,N,50,CAR_BERLINE,C,INJ,ES,150-160,A,0.0,GarageAutre
10,F,A,CSP_AUTRE,Professionnel,33,N,51,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
4,F,C,CSP_AUTRE,PriveTrajet,41,N,80,CAR_BERLINE,C,INJ,ES,150-160,B,0.0,GarageAutre
7,F,A,CSP_AUTRE,Professionnel,59,N,50,CAR_BERLINE,C,INJ,ES,130-140,A,0.0,IndividuelClos
10,M,C,CSP_AUTRE,Prive,31,O,64,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
10,M,C,CSP_50,Prive,32,N,68,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,ClosCollectif
10,M,A,CSP_50,PriveTrajet,56,N,50,CAR_BERLINE,C,CAR,ES,150-160,B,0.0,IndividuelClos
10,M,A,CSP_60,Prive,74,N,50,CAR_BERLINE,C,CAR,ES,150-160,B,0.0,GarageAutre
10,M,A,CSP_50,PriveTrajet,53,N,50,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
10,M,C,CSP_AUTRE,PriveTrajet,34,N,80,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
10,M,A,CSP_AUTRE,PriveTrajet,57,N,50,CAR_BERLINE,C,CAR,ES,001-130,A,0.0,GarageAutre
10,M,A,CSP_50,Prive,53,N,50,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
7,M,C,CSP_AUTRE,PriveTrajet,41,N,72,CAR_BERLINE,C,INJ,ES,130-140,M1,0.0,GarageAutre
10,M,C,CSP_50,Professionnel,29,N,80,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
9,M,A,CSP_AUTRE,Prive,59,N,54,CAR_BERLINE,C,INJ,ES,140-150,M1,0.0,GarageAutre
10,M,C,CSP_50,PriveTrajet,38,N,95,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,IndividuelClos
10,F,A,CSP_50,Prive,27,O,76,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
10,F,A,CSP_50,PriveTrajet,33,N,90,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
10,F,C,CSP_50,Prive,24,N,95,CAR_BERLINE,C,CAR,ES,130-140,A,0.0,GarageAutre
10,F,A,CSP_AUTRE,PriveTrajet,29,N,54,CAR_BERLINE,C,CAR,ES,150-160,B,0.0,GarageAutre
9,F,C,CSP_50,Prive,29,N,72,CAR_BERLINE,C,INJ,ES,150-160,B,0.0,GarageAutre
10,F,A,CSP_50,Prive,51,O,50,CAR_BERLINE,C,CAR,ES,130-140,A,0.0,GarageAutre
10,F,C,CSP_50,Prive,31,N,95,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
10,F,A,CSP_AUTRE,Prive,32,N,90,CAR_BERLINE,C,CAR,ES,130-140,B,0.0,GarageAutre
10,F,A,CSP_50,PriveTrajet,32,O,50,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
10,F,A,CSP_50,Prive,56,N,50,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
4,F,A,CSP_60,Prive,67,O,54,CAR_BERLINE,C,INJ,ES,150-160,A,0.0,GarageAutre
10,F,C,CSP_AUTRE,PriveTrajet,26,N,95,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
10,F,C,CSP_50,PriveTrajet,24,N,80,CAR_BERLINE,C,CAR,ES,130-140,0,0.0,GarageAutre
4,F,A,CSP_50,Professionnel,52,N,72,CAR_BERLINE,C,INJ,ES,150-160,A,0.0,GarageAutre
9,F,A,CSP_AUTRE,Prive,49,O,50,CAR_BERLINE,C,INJ,ES,140-150,B,0.0,GarageAutre
7,F,A,CSP_50,PriveTrajet,27,N,80,CAR_BERLINE,C,INJ,ES,150-160,B,0.0,GarageAutre
2,F,C,CSP_AUTRE,Prive,37,N,72,CAR_BERLINE,C,INJ,ES,150-160,B,0.0,IndividuelClos
9,F,A,CSP_50,PriveTrajet,29,N,80,CAR_BERLINE,C,INJ,ES,150-160,B,0.0,GarageAutre
10,F,A,CSP_60,Prive,69,N,50,CAR_BERLINE,C,CAR,ES,150-160,B,0.0,GarageAutre
10,F,C,CSP_50,Prive,26,N,85,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
10,F,A,CSP_60,Prive,75,O,50,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
10,F,C,CSP_AUTRE,PriveTrajet,49,O,50,CAR_BERLINE,C,INJ,ES,140-150,B,0.0,GarageAutre
9,F,C,CSP_AUTRE,PriveTrajet,27,N,60,CAR_BERLINE,C,INJ,ES,140-150,B,0.0,GarageAutre
9,F,C,CSP_50,PriveTrajet,24,N,76,CAR_BERLINE,C,INJ,ES,140-150,B,0.0,GarageAutre
10,F,A,CSP_50,PriveTrajet,56,O,51,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
10,F,A,CSP_60,Prive,66,N,50,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
10,F,C,CSP_50,PriveTrajet,49,O,72,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
10,F,A,CSP_50,Prive,45,N,50,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
10,F,A,CSP_50,Prive,56,N,50,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
9,F,A,CSP_50,PriveTrajet,55,N,50,CAR_BERLINE,C,INJ,ES,140-150,A,0.0,GarageAutre
10,F,C,CSP_50,PriveTrajet,30,N,90,CAR_BERLINE,C,CAR,ES,130-140,B,0.0,GarageAutre
10,F,C,CSP_50,PriveTrajet,29,N,95,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
9,F,C,CSP_50,PriveTrajet,23,N,85,CAR_BERLINE,C,INJ,ES,150-160,B,0.0,GarageAutre
5,F,C,CSP_50,Prive,32,O,59,CAR_BERLINE,C,INJ,ES,150-160,A,0.0,GarageAutre
10,F,C,CSP_AUTRE,PriveTrajet,29,N,76,CAR_BERLINE,C,CAR,ES,150-160,B,0.0,GarageAutre
9,F,A,CSP_50,Prive,30,N,80,CAR_BERLINE,C,INJ,ES,140-150,B,0.0,GarageAutre
10,F,A,CSP_50,Prive,56,N,95,CAR_BERLINE,C,INJ,ES,140-150,B,0.0,GarageAutre
10,F,A,CSP_AUTRE,Prive,45,O,50,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
10,F,C,CSP_AUTRE,PriveTrajet,22,N,95,CAR_BERLINE,C,CAR,ES,150-160,B,0.0,GarageAutre
10,F,C,CSP_50,Prive,34,N,76,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
2,F,C,CSP_AUTRE,PriveTrajet,29,N,118,CAR_BERLINE,C,INJ,ES,150-160,B,0.0,GarageAutre
10,F,A,CSP_AUTRE,Professionnel,46,N,90,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,IndividuelClos
9,F,A,CSP_AUTRE,PriveTrajet,52,N,50,CAR_BERLINE,C,INJ,ES,150-160,B,0.0,GarageAutre
10,F,A,CSP_50,PriveTrajet,24,N,90,CAR_BERLINE,C,CAR,ES,130-140,B,0.0,GarageAutre
10,F,A,CSP_50,Prive,31,N,72,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
10,F,A,CSP_50,Prive,44,N,50,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
10,F,A,CSP_50,PriveTrajet,53,N,54,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
9,F,A,CSP_50,Prive,33,O,85,CAR_BERLINE,C,INJ,ES,150-160,B,0.0,GarageAutre
7,F,A,CSP_50,Prive,60,N,50,CAR_BERLINE,C,INJ,ES,150-160,B,0.0,IndividuelClos
10,F,A,CSP_60,Prive,73,N,50,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
10,F,C,CSP_AUTRE,PriveTrajet,23,N,100,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
5,F,C,CSP_AUTRE,PriveTrajet,28,N,95,CAR_BERLINE,C,INJ,ES,160-170,B,0.0,GarageAutre
10,F,C,CSP_50,PriveTrajet,35,N,95,CAR_BERLINE,C,CAR,ES,130-140,B,0.0,GarageAutre
10,F,C,CSP_50,Prive,24,N,95,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
10,F,C,CSP_50,PriveTrajet,26,N,90,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
10,F,C,CSP_50,PriveTrajet,28,N,95,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
10,F,A,CSP_AUTRE,Prive,48,N,50,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
4,F,A,CSP_50,PriveTrajet,25,N,76,CAR_BERLINE,C,INJ,ES,160-170,B,0.0,GarageAutre
5,F,A,CSP_AUTRE,PriveTrajet,69,N,50,CAR_BERLINE,C,INJ,ES,150-160,A,0.0,GarageAutre
10,F,C,CSP_50,PriveTrajet,37,N,85,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,ClosCollectif
10,F,C,CSP_50,PriveTrajet,42,N,60,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
10,F,C,CSP_50,Professionnel,53,N,68,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
9,F,C,CSP_50,Professionnel,45,N,76,CAR_BERLINE,C,INJ,ES,150-160,B,776.7598187,GarageAutre
5,F,C,CSP_AUTRE,Prive,27,O,76,CAR_BERLINE,C,INJ,ES,150-160,B,0.0,ClosCollectif
4,F,C,CSP_AUTRE,Prive,35,N,95,CAR_BERLINE,C,INJ,ES,160-170,B,0.0,IndividuelClos
10,F,A,CSP_50,PriveTrajet,55,N,50,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
10,F,A,CSP_50,PriveTrajet,38,N,60,CAR_BERLINE,C,CAR,ES,150-160,B,0.0,GarageAutre
10,F,A,CSP_50,PriveTrajet,57,N,95,CAR_BERLINE,C,CAR,ES,150-160,B,0.0,GarageAutre
7,F,A,CSP_50,PriveTrajet,43,N,66,CAR_BERLINE,C,INJ,ES,140-150,B,0.0,GarageAutre
10,F,A,CSP_50,PriveTrajet,58,N,121,CAR_BERLINE,C,INJ,ES,140-150,B,0.0,GarageAutre
10,F,A,CSP_AUTRE,PriveTrajet,31,N,63,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
10,F,A,CSP_AUTRE,PriveTrajet,47,N,50,CAR_BERLINE,C,CAR,ES,150-160,B,0.0,GarageAutre
10,F,A,CSP_60,Prive,72,N,112,CAR_BERLINE,C,CAR,ES,130-140,A,0.0,GarageAutre
10,F,C,CSP_AUTRE,PriveTrajet,24,N,72,CAR_BERLINE,C,CAR,ES,130-140,A,0.0,GarageAutre
10,F,C,CSP_50,PriveTrajet,27,N,95,CAR_BERLINE,C,CAR,ES,130-140,A,0.0,GarageAutre
10,F,C,CSP_50,PriveTrajet,25,N,90,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
10,F,C,CSP_50,PriveTrajet,33,N,64,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
10,F,C,CSP_50,Prive,33,N,95,CAR_BERLINE,C,CAR,ES,150-160,B,0.0,ClosCollectif
5,F,C,CSP_50,PriveTrajet,21,N,125,CAR_BERLINE,C,INJ,ES,150-160,A,0.0,GarageAutre
9,F,C,CSP_50,PriveTrajet,29,N,90,CAR_BERLINE,C,INJ,ES,150-160,B,0.0,IndividuelClos
7,F,C,CSP_50,Professionnel,35,N,50,CAR_BERLINE,C,INJ,ES,160-170,B,0.0,GarageAutre
10,F,C,CSP_AUTRE,PriveTrajet,55,N,50,CAR_BERLINE,C,CAR,ES,130-140,B,0.0,IndividuelClos
9,F,C,CSP_AUTRE,Prive,26,N,95,CAR_BERLINE,C,INJ,ES,140-150,A,0.0,GarageAutre
9,F,A,CSP_AUTRE,Prive,54,N,50,CAR_BERLINE,C,INJ,ES,150-160,B,0.0,GarageAutre
10,F,A,CSP_50,PriveTrajet,55,N,50,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
10,F,A,CSP_50,PriveTrajet,35,N,50,CAR_BERLINE,C,CAR,ES,150-160,B,0.0,ClosCollectif
7,F,A,CSP_50,PriveTrajet,28,N,80,CAR_BERLINE,C,INJ,ES,140-150,B,0.0,GarageAutre
7,F,A,CSP_50,Prive,46,N,50,CAR_BERLINE,C,INJ,ES,150-160,B,0.0,GarageAutre
10,F,A,CSP_50,PriveTrajet,59,N,85,CAR_BERLINE,C,INJ,ES,150-160,A,0.0,GarageAutre
7,F,C,CSP_AUTRE,PriveTrajet,24,N,90,CAR_BERLINE,C,CAR,ES,160-170,B,0.0,GarageAutre
10,F,C,CSP_50,PriveTrajet,29,N,60,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
9,F,C,CSP_50,PriveTrajet,39,O,50,CAR_BERLINE,C,INJ,ES,140-150,B,0.0,ClosCollectif
10,F,C,CSP_AUTRE,PriveTrajet,44,N,64,CAR_BERLINE,C,CAR,ES,001-130,0,0.0,GarageAutre
2,F,C,CSP_60,Prive,66,O,50,CAR_BERLINE,C,INJ,ES,140-150,A,0.0,GarageAutre
10,F,A,CSP_50,PriveTrajet,32,N,76,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
10,F,C,CSP_50,PriveTrajet,43,N,68,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
10,F,A,CSP_50,Prive,49,N,50,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
5,F,A,CSP_50,PriveTrajet,48,N,57,CAR_BERLINE,C,INJ,ES,140-150,B,0.0,GarageAutre
9,F,A,CSP_50,PriveTrajet,60,N,95,CAR_BERLINE,C,INJ,ES,140-150,A,0.0,GarageAutre
3,F,A,CSP_50,Prive,33,N,57,CAR_BERLINE,C,INJ,ES,150-160,A,0.0,GarageAutre
10,F,A,CSP_60,Prive,58,N,50,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
10,F,C,CSP_50,Prive,26,N,90,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
10,F,C,CSP_50,PriveTrajet,41,N,90,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
10,F,C,CSP_50,PriveTrajet,51,N,76,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
10,F,C,CSP_50,PriveTrajet,29,N,90,CAR_BERLINE,C,CAR,ES,150-160,B,0.0,GarageAutre
10,F,C,CSP_50,PriveTrajet,37,N,95,CAR_BERLINE,C,CAR,ES,150-160,M1,0.0,GarageAutre
10,F,C,CSP_AUTRE,PriveTrajet,54,N,50,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
10,F,C,CSP_AUTRE,PriveTrajet,28,N,76,CAR_BERLINE,C,INJ,GO,150-160,B,0.0,GarageAutre
10,F,A,CSP_50,Prive,39,N,112,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
10,F,A,CSP_50,Prive,43,N,50,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
10,F,A,CSP_50,Prive,55,N,118,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
9,F,A,CSP_50,Prive,34,O,80,CAR_BERLINE,C,INJ,ES,140-150,B,0.0,ClosCollectif
9,F,A,CSP_50,Prive,24,N,118,CAR_BERLINE,C,INJ,ES,150-160,B,0.0,GarageAutre
5,F,A,CSP_50,PriveTrajet,55,N,95,CAR_BERLINE,C,INJ,ES,150-160,A,0.0,GarageAutre
2,F,A,CSP_50,Prive,57,N,100,CAR_BERLINE,C,INJ,ES,150-160,B,0.0,GarageAutre
5,F,A,CSP_50,PriveTrajet,27,N,95,CAR_BERLINE,C,INJ,ES,160-170,B,0.0,GarageAutre
10,F,A,CSP_AUTRE,PriveTrajet,35,N,50,CAR_BERLINE,C,CAR,ES,130-140,B,0.0,GarageAutre
10,F,A,CSP_AUTRE,PriveTrajet,54,N,50,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
10,F,C,CSP_50,PriveTrajet,32,N,90,CAR_BERLINE,C,CAR,ES,001-130,B,0.0,GarageAutre
10,F,C,CSP_50,PriveTrajet,36,O,72,CAR_BERLINE,C,CAR,ES,130-140,B,0.0,GarageAutre
10,F,C,CSP_50,Prive,24,N,95,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
5,F,C,CSP_50,PriveTrajet,28,N,76,CAR_BERLINE,C,INJ,ES,150-160,A,229.039577,IndividuelClos
10,F,C,CSP_AUTRE,PriveTrajet,46,N,95,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
10,F,A,CSP_50,Prive,38,N,80,CAR_BERLINE,C,CAR,ES,130-140,B,0.0,GarageAutre
10,F,A,CSP_50,Prive,30,N,54,CAR_BERLINE,C,CAR,ES,150-160,B,0.0,ClosCollectif
7,F,A,CSP_60,Prive,72,O,50,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
10,F,C,CSP_50,PriveTrajet,32,N,95,CAR_BERLINE,C,CAR,ES,130-140,B,0.0,GarageAutre
10,F,C,CSP_50,PriveTrajet,24,N,72,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
10,F,C,CSP_50,Prive,31,N,72,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,ClosCollectif
10,F,C,CSP_50,PriveTrajet,41,O,54,CAR_BERLINE,C,INJ,ES,140-150,B,0.0,IndividuelClos
10,M,C,CSP_50,PriveTrajet,35,N,76,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
10,M,C,CSP_50,Professionnel,48,N,50,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
10,M,C,CSP_50,PriveTrajet,27,N,64,CAR_BERLINE,C,INJ,ES,150-160,B,0.0,GarageAutre
10,M,A,CSP_50,Prive,32,N,50,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
5,M,A,CSP_50,PriveTrajet,29,N,85,CAR_BERLINE,C,INJ,ES,150-160,B,0.0,GarageAutre
10,M,A,CSP_60,Prive,68,O,50,CAR_BERLINE,C,CAR,ES,150-160,M1,0.0,GarageAutre
10,M,C,CSP_50,Prive,27,N,95,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
9,M,C,CSP_50,Prive,37,N,68,CAR_BERLINE,C,INJ,ES,140-150,A,0.0,GarageAutre
9,M,A,CSP_50,Prive,43,N,95,CAR_BERLINE,C,INJ,ES,130-140,B,0.0,GarageAutre
9,M,A,CSP_50,Prive,33,N,95,CAR_BERLINE,C,INJ,ES,150-160,B,0.0,IndividuelClos
10,M,A,CSP_AUTRE,PriveTrajet,36,N,57,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
10,M,A,CSP_60,Prive,72,N,50,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,ClosCollectif
10,M,A,CSP_60,Prive,72,N,50,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
10,M,C,CSP_AUTRE,PriveTrajet,28,N,68,CAR_BERLINE,C,INJ,ES,140-150,B,0.0,ClosCollectif
10,M,A,CSP_60,Prive,87,N,50,CAR_BERLINE,C,CAR,ES,130-140,B,0.0,GarageAutre
10,M,A,CSP_60,Prive,68,N,50,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
4,M,C,CSP_AUTRE,PriveTrajet,24,N,90,CAR_BERLINE,C,INJ,ES,140-150,B,0.0,GarageAutre
10,M,C,CSP_50,Prive,30,N,95,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,ClosCollectif
10,M,C,CSP_50,Prive,39,O,90,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
10,M,A,CSP_50,PriveTrajet,34,N,50,CAR_BERLINE,C,INJ,ES,140-150,B,0.0,GarageAutre
10,M,A,CSP_60,Prive,77,N,50,CAR_BERLINE,C,CAR,ES,001-130,A,4326.52568,GarageAutre
10,M,A,CSP_AUTRE,PriveTrajet,48,N,50,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,ClosCollectif
10,M,A,CSP_50,Prive,33,N,50,CAR_BERLINE,C,CAR,ES,130-140,B,0.0,ClosCollectif
10,M,A,CSP_50,PriveTrajet,28,N,60,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,IndividuelClos
10,M,C,CSP_50,Prive,26,O,80,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
10,M,C,CSP_50,Prive,29,N,95,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
10,M,C,CSP_50,PriveTrajet,30,N,80,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
10,M,C,CSP_AUTRE,Prive,40,O,50,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,ClosCollectif
10,M,C,CSP_AUTRE,PriveTrajet,48,N,50,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
10,M,A,CSP_AUTRE,Prive,53,N,80,CAR_BERLINE,C,CAR,ES,150-160,B,0.0,GarageAutre
10,M,A,CSP_50,Prive,40,N,95,CAR_BERLINE,C,CAR,ES,140-150,B,0.0,GarageAutre
5,M,C,CSP_AUTRE,Prive,59,N,85,CAR_BERLINE,C,INJ,ES,150-160,B,0.0,GarageAutre
